,x,z,IC
8541,266,29,3.0
8542,266,30,3.0
8543,266,31,3.0
8544,267,0,1.0
8545,267,1,1.0
8546,267,2,1.0
8547,267,3,1.0
8548,267,4,1.0
8549,267,5,1.0
8550,267,6,1.0
8551,267,7,1.0
8552,267,8,1.0
8553,267,9,1.0
8554,267,10,1.0
8555,267,11,1.0
8556,267,12,1.0
8557,267,13,1.0
8558,267,14,1.0
8559,267,15,1.0
8560,267,16,1.0
8561,267,17,1.0
8562,267,18,1.0
8563,267,19,4.0
8564,267,20,4.0
8565,267,21,4.0
8566,267,22,4.0
8567,267,23,4.0
8568,267,24,4.0
8569,267,25,4.0
8570,267,26,4.0
8571,267,27,4.0
8572,267,28,4.0
8573,267,29,3.0
8574,267,30,3.0
8575,267,31,3.0
8576,268,0,1.0
8577,268,1,1.0
8578,268,2,1.0
8579,268,3,1.0
8580,268,4,1.0
8581,268,5,1.0
8582,268,6,1.0
8583,268,7,1.0
8584,268,8,1.0
8585,268,9,1.0
8586,268,10,1.0
8587,268,11,1.0
8588,268,12,1.0
8589,268,13,1.0
8590,268,14,1.0
8591,268,15,1.0
8592,268,16,1.0
8593,268,17,1.0
8594,268,18,1.0
8595,268,19,4.0
8596,268,20,4.0
8597,268,21,4.0
8598,268,22,4.0
8599,268,23,4.0
8600,268,24,4.0
8601,268,25,4.0
8602,268,26,4.0
8603,268,27,4.0
8604,268,28,4.0
8605,268,29,3.0
8606,268,30,3.0
8607,268,31,3.0
8608,269,0,1.0
8609,269,1,1.0
8610,269,2,1.0
8611,269,3,1.0
8612,269,4,1.0
8613,269,5,1.0
8614,269,6,1.0
8615,269,7,1.0
8616,269,8,1.0
8617,269,9,1.0
8618,269,10,1.0
8619,269,11,1.0
8620,269,12,1.0
8621,269,13,1.0
8622,269,14,1.0
8623,269,15,1.0
8624,269,16,1.0
8625,269,17,1.0
8626,269,18,1.0
8627,269,19,4.0
8628,269,20,4.0
8629,269,21,4.0
8630,269,22,4.0
8631,269,23,4.0
8632,269,24,4.0
8633,269,25,4.0
8634,269,26,4.0
8635,269,27,4.0
8636,269,28,4.0
8637,269,29,3.0
8638,269,30,3.0
8639,269,31,3.0
8640,270,0,1.0
8641,270,1,1.0
8642,270,2,1.0
8643,270,3,1.0
8644,270,4,1.0
8645,270,5,1.0
8646,270,6,1.0
8647,270,7,1.0
8648,270,8,1.0
8649,270,9,1.0
8650,270,10,1.0
8651,270,11,1.0
8652,270,12,1.0
8653,270,13,1.0
8654,270,14,1.0
8655,270,15,1.0
8656,270,16,1.0
8657,270,17,1.0
8658,270,18,1.0
8659,270,19,4.0
8660,270,20,4.0
8661,270,21,4.0
8662,270,22,4.0
8663,270,23,4.0
8664,270,24,4.0
8665,270,25,4.0
8666,270,26,4.0
8667,270,27,4.0
8668,270,28,4.0
8669,270,29,3.0
8670,270,30,3.0
8671,270,31,3.0
8672,271,0,1.0
8673,271,1,1.0
8674,271,2,1.0
8675,271,3,1.0
8676,271,4,1.0
8677,271,5,1.0
8678,271,6,1.0
8679,271,7,1.0
8680,271,8,1.0
8681,271,9,1.0
8682,271,10,1.0
8683,271,11,1.0
8684,271,12,1.0
8685,271,13,1.0
8686,271,14,1.0
8687,271,15,1.0
8688,271,16,1.0
8689,271,17,1.0
8690,271,18,1.0
8691,271,19,4.0
8692,271,20,4.0
8693,271,21,4.0
8694,271,22,4.0
8695,271,23,4.0
8696,271,24,4.0
8697,271,25,4.0
8698,271,26,4.0
8699,271,27,4.0
8700,271,28,4.0
8701,271,29,3.0
8702,271,30,3.0
8703,271,31,3.0
8704,272,0,1.0
8705,272,1,1.0
8706,272,2,1.0
8707,272,3,1.0
8708,272,4,1.0
8709,272,5,1.0
8710,272,6,1.0
8711,272,7,1.0
8712,272,8,1.0
8713,272,9,1.0
8714,272,10,1.0
8715,272,11,1.0
8716,272,12,1.0
8717,272,13,1.0
8718,272,14,1.0
8719,272,15,1.0
8720,272,16,1.0
8721,272,17,1.0
8722,272,18,1.0
8723,272,19,4.0
8724,272,20,4.0
8725,272,21,4.0
8726,272,22,4.0
8727,272,23,4.0
8728,272,24,4.0
8729,272,25,4.0
8730,272,26,4.0
8731,272,27,4.0
8732,272,28,4.0
8733,272,29,3.0
8734,272,30,3.0
8735,272,31,3.0
8736,273,0,1.0
8737,273,1,1.0
8738,273,2,1.0
8739,273,3,1.0
8740,273,4,1.0
8741,273,5,1.0
8742,273,6,1.0
8743,273,7,1.0
8744,273,8,1.0
8745,273,9,1.0
8746,273,10,1.0
8747,273,11,1.0
8748,273,12,1.0
8749,273,13,1.0
8750,273,14,1.0
8751,273,15,1.0
8752,273,16,1.0
8753,273,17,1.0
8754,273,18,1.0
8755,273,19,4.0
8756,273,20,4.0
8757,273,21,4.0
8758,273,22,4.0
8759,273,23,4.0
8760,273,24,4.0
8761,273,25,4.0
8762,273,26,4.0
8763,273,27,4.0
8764,273,28,4.0
8765,273,29,3.0
8766,273,30,3.0
8767,273,31,3.0
8768,274,0,1.0
8769,274,1,1.0
8770,274,2,1.0
8771,274,3,1.0
8772,274,4,1.0
8773,274,5,1.0
8774,274,6,1.0
8775,274,7,1.0
8776,274,8,1.0
8777,274,9,1.0
8778,274,10,1.0
8779,274,11,1.0
8780,274,12,1.0
8781,274,13,1.0
8782,274,14,1.0
8783,274,15,1.0
8784,274,16,1.0
8785,274,17,1.0
8786,274,18,1.0
8787,274,19,4.0
8788,274,20,4.0
8789,274,21,4.0
8790,274,22,4.0
8791,274,23,4.0
8792,274,24,4.0
8793,274,25,4.0
8794,274,26,4.0
8795,274,27,4.0
8796,274,28,4.0
8797,274,29,3.0
8798,274,30,3.0
8799,274,31,3.0
8800,275,0,1.0
8801,275,1,1.0
8802,275,2,1.0
8803,275,3,1.0
8804,275,4,1.0
8805,275,5,1.0
8806,275,6,1.0
8807,275,7,1.0
8808,275,8,1.0
8809,275,9,1.0
8810,275,10,1.0
8811,275,11,1.0
8812,275,12,1.0
8813,275,13,1.0
8814,275,14,1.0
8815,275,15,1.0
8816,275,16,1.0
8817,275,17,1.0
8818,275,18,1.0
8819,275,19,1.0
8820,275,20,4.0
8821,275,21,4.0
8822,275,22,4.0
8823,275,23,4.0
8824,275,24,4.0
8825,275,25,4.0
8826,275,26,4.0
8827,275,27,4.0
8828,275,28,4.0
8829,275,29,3.0
8830,275,30,3.0
8831,275,31,3.0
8832,276,0,1.0
8833,276,1,1.0
8834,276,2,1.0
8835,276,3,1.0
8836,276,4,1.0
8837,276,5,1.0
8838,276,6,1.0
8839,276,7,1.0
8840,276,8,1.0
8841,276,9,1.0
8842,276,10,1.0
8843,276,11,1.0
8844,276,12,1.0
8845,276,13,1.0
8846,276,14,1.0
8847,276,15,1.0
8848,276,16,1.0
8849,276,17,1.0
8850,276,18,1.0
8851,276,19,1.0
8852,276,20,4.0
8853,276,21,4.0
8854,276,22,4.0
8855,276,23,4.0
8856,276,24,4.0
8857,276,25,4.0
8858,276,26,4.0
8859,276,27,4.0
8860,276,28,4.0
8861,276,29,3.0
8862,276,30,3.0
8863,276,31,3.0
8864,277,0,1.0
8865,277,1,1.0
8866,277,2,1.0
8867,277,3,1.0
8868,277,4,1.0
8869,277,5,1.0
8870,277,6,1.0
8871,277,7,1.0
8872,277,8,1.0
8873,277,9,1.0
8874,277,10,1.0
8875,277,11,1.0
8876,277,12,1.0
8877,277,13,1.0
8878,277,14,1.0
8879,277,15,1.0
8880,277,16,1.0
8881,277,17,1.0
8882,277,18,1.0
8883,277,19,1.0
8884,277,20,4.0
8885,277,21,4.0
8886,277,22,4.0
8887,277,23,4.0
8888,277,24,4.0
8889,277,25,4.0
8890,277,26,4.0
8891,277,27,4.0
8892,277,28,4.0
8893,277,29,3.0
8894,277,30,3.0
8895,277,31,3.0
8896,278,0,1.0
8897,278,1,1.0
8898,278,2,1.0
8899,278,3,1.0
8900,278,4,1.0
8901,278,5,1.0
8902,278,6,1.0
8903,278,7,1.0
8904,278,8,1.0
8905,278,9,1.0
8906,278,10,1.0
8907,278,11,1.0
8908,278,12,1.0
8909,278,13,1.0
8910,278,14,1.0
8911,278,15,1.0
8912,278,16,1.0
8913,278,17,1.0
8914,278,18,1.0
8915,278,19,1.0
8916,278,20,4.0
8917,278,21,4.0
8918,278,22,4.0
8919,278,23,4.0
8920,278,24,4.0
8921,278,25,4.0
8922,278,26,4.0
8923,278,27,4.0
8924,278,28,4.0
8925,278,29,3.0
8926,278,30,3.0
8927,278,31,3.0
8928,279,0,1.0
8929,279,1,1.0
8930,279,2,1.0
8931,279,3,1.0
8932,279,4,1.0
8933,279,5,1.0
8934,279,6,1.0
8935,279,7,1.0
8936,279,8,1.0
8937,279,9,1.0
8938,279,10,1.0
8939,279,11,1.0
8940,279,12,1.0
8941,279,13,1.0
8942,279,14,1.0
8943,279,15,1.0
8944,279,16,1.0
8945,279,17,1.0
8946,279,18,1.0
8947,279,19,1.0
8948,279,20,4.0
8949,279,21,4.0
8950,279,22,4.0
8951,279,23,4.0
8952,279,24,4.0
8953,279,25,4.0
8954,279,26,4.0
8955,279,27,4.0
8956,279,28,4.0
8957,279,29,3.0
8958,279,30,3.0
8959,279,31,3.0
8960,280,0,1.0
8961,280,1,1.0
8962,280,2,1.0
8963,280,3,1.0
8964,280,4,1.0
8965,280,5,1.0
8966,280,6,1.0
8967,280,7,1.0
8968,280,8,1.0
8969,280,9,1.0
8970,280,10,1.0
8971,280,11,1.0
8972,280,12,1.0
8973,280,13,1.0
8974,280,14,1.0
8975,280,15,1.0
8976,280,16,1.0
8977,280,17,1.0
8978,280,18,1.0
8979,280,19,1.0
8980,280,20,4.0
8981,280,21,4.0
8982,280,22,4.0
8983,280,23,4.0
8984,280,24,4.0
8985,280,25,4.0
8986,280,26,4.0
8987,280,27,4.0
8988,280,28,4.0
8989,280,29,3.0
8990,280,30,3.0
8991,280,31,3.0
8992,281,0,1.0
8993,281,1,1.0
8994,281,2,1.0
8995,281,3,1.0
8996,281,4,1.0
8997,281,5,1.0
8998,281,6,1.0
8999,281,7,1.0
9000,281,8,1.0
9001,281,9,1.0
9002,281,10,1.0
9003,281,11,1.0
9004,281,12,1.0
9005,281,13,1.0
9006,281,14,1.0
9007,281,15,1.0
9008,281,16,1.0
9009,281,17,1.0
9010,281,18,1.0
9011,281,19,1.0
9012,281,20,4.0
9013,281,21,4.0
9014,281,22,4.0
9015,281,23,4.0
9016,281,24,4.0
9017,281,25,4.0
9018,281,26,4.0
9019,281,27,4.0
9020,281,28,4.0
9021,281,29,3.0
9022,281,30,3.0
9023,281,31,3.0
9024,282,0,1.0
9025,282,1,1.0
9026,282,2,1.0
9027,282,3,1.0
9028,282,4,1.0
9029,282,5,1.0
9030,282,6,1.0
9031,282,7,1.0
9032,282,8,1.0
9033,282,9,1.0
9034,282,10,1.0
9035,282,11,1.0
9036,282,12,1.0
9037,282,13,1.0
9038,282,14,1.0
9039,282,15,1.0
9040,282,16,1.0
9041,282,17,1.0
9042,282,18,1.0
9043,282,19,1.0
9044,282,20,4.0
9045,282,21,4.0
9046,282,22,4.0
9047,282,23,4.0
9048,282,24,4.0
9049,282,25,4.0
9050,282,26,4.0
9051,282,27,4.0
9052,282,28,4.0
9053,282,29,3.0
9054,282,30,3.0
9055,282,31,3.0
9056,283,0,1.0
9057,283,1,1.0
9058,283,2,1.0
9059,283,3,1.0
9060,283,4,1.0
9061,283,5,1.0
9062,283,6,1.0
9063,283,7,1.0
9064,283,8,1.0
9065,283,9,1.0
9066,283,10,1.0
9067,283,11,1.0
9068,283,12,1.0
9069,283,13,1.0
9070,283,14,1.0
9071,283,15,1.0
9072,283,16,1.0
9073,283,17,1.0
9074,283,18,1.0
9075,283,19,1.0
9076,283,20,4.0
9077,283,21,4.0
9078,283,22,4.0
9079,283,23,4.0
9080,283,24,4.0
9081,283,25,4.0
9082,283,26,4.0
9083,283,27,4.0
9084,283,28,4.0
9085,283,29,3.0
9086,283,30,3.0
9087,283,31,3.0
9088,284,0,1.0
9089,284,1,1.0
9090,284,2,1.0
9091,284,3,1.0
9092,284,4,1.0
9093,284,5,1.0
9094,284,6,1.0
9095,284,7,1.0
9096,284,8,1.0
9097,284,9,1.0
9098,284,10,1.0
9099,284,11,1.0
9100,284,12,1.0
9101,284,13,1.0
9102,284,14,1.0
9103,284,15,1.0
9104,284,16,1.0
9105,284,17,1.0
9106,284,18,1.0
9107,284,19,1.0
9108,284,20,4.0
9109,284,21,4.0
9110,284,22,4.0
9111,284,23,4.0
9112,284,24,4.0
9113,284,25,4.0
9114,284,26,4.0
9115,284,27,4.0
9116,284,28,4.0
9117,284,29,3.0
9118,284,30,3.0
9119,284,31,3.0
9120,285,0,1.0
9121,285,1,1.0
9122,285,2,1.0
9123,285,3,1.0
9124,285,4,1.0
9125,285,5,1.0
9126,285,6,1.0
9127,285,7,1.0
9128,285,8,1.0
9129,285,9,1.0
9130,285,10,1.0
9131,285,11,1.0
9132,285,12,1.0
9133,285,13,1.0
9134,285,14,1.0
9135,285,15,1.0
9136,285,16,1.0
9137,285,17,1.0
9138,285,18,1.0
9139,285,19,1.0
9140,285,20,4.0
9141,285,21,4.0
9142,285,22,4.0
9143,285,23,4.0
9144,285,24,4.0
9145,285,25,4.0
9146,285,26,4.0
9147,285,27,4.0
9148,285,28,4.0
9149,285,29,3.0
9150,285,30,3.0
9151,285,31,3.0
9152,286,0,1.0
9153,286,1,1.0
9154,286,2,1.0
9155,286,3,1.0
9156,286,4,1.0
9157,286,5,1.0
9158,286,6,1.0
9159,286,7,1.0
9160,286,8,1.0
9161,286,9,1.0
9162,286,10,1.0
9163,286,11,1.0
9164,286,12,1.0
9165,286,13,1.0
9166,286,14,1.0
9167,286,15,1.0
9168,286,16,1.0
9169,286,17,1.0
9170,286,18,1.0
9171,286,19,1.0
9172,286,20,4.0
9173,286,21,4.0
9174,286,22,4.0
9175,286,23,4.0
9176,286,24,4.0
9177,286,25,4.0
9178,286,26,4.0
9179,286,27,4.0
9180,286,28,4.0
9181,286,29,3.0
9182,286,30,3.0
9183,286,31,3.0
9184,287,0,1.0
9185,287,1,1.0
9186,287,2,1.0
9187,287,3,1.0
9188,287,4,1.0
9189,287,5,1.0
9190,287,6,1.0
9191,287,7,1.0
9192,287,8,1.0
9193,287,9,1.0
9194,287,10,1.0
9195,287,11,1.0
9196,287,12,1.0
9197,287,13,1.0
9198,287,14,1.0
9199,287,15,1.0
9200,287,16,1.0
9201,287,17,1.0
9202,287,18,1.0
9203,287,19,1.0
9204,287,20,4.0
9205,287,21,4.0
9206,287,22,4.0
9207,287,23,4.0
9208,287,24,4.0
9209,287,25,4.0
9210,287,26,4.0
9211,287,27,4.0
9212,287,28,4.0
9213,287,29,3.0
9214,287,30,3.0
9215,287,31,3.0
9216,288,0,1.0
9217,288,1,1.0
9218,288,2,1.0
9219,288,3,1.0
9220,288,4,1.0
9221,288,5,1.0
9222,288,6,1.0
9223,288,7,1.0
9224,288,8,1.0
9225,288,9,1.0
9226,288,10,1.0
9227,288,11,1.0
9228,288,12,1.0
9229,288,13,1.0
9230,288,14,1.0
9231,288,15,1.0
9232,288,16,1.0
9233,288,17,1.0
9234,288,18,1.0
9235,288,19,1.0
9236,288,20,4.0
9237,288,21,4.0
9238,288,22,4.0
9239,288,23,4.0
9240,288,24,4.0
9241,288,25,4.0
9242,288,26,4.0
9243,288,27,4.0
9244,288,28,4.0
9245,288,29,3.0
9246,288,30,3.0
9247,288,31,3.0
9248,289,0,1.0
9249,289,1,1.0
9250,289,2,1.0
9251,289,3,1.0
9252,289,4,1.0
9253,289,5,1.0
9254,289,6,1.0
9255,289,7,1.0
9256,289,8,1.0
9257,289,9,1.0
9258,289,10,1.0
9259,289,11,1.0
9260,289,12,1.0
9261,289,13,1.0
9262,289,14,1.0
9263,289,15,1.0
9264,289,16,1.0
9265,289,17,1.0
9266,289,18,1.0
9267,289,19,1.0
9268,289,20,4.0
9269,289,21,4.0
9270,289,22,4.0
9271,289,23,4.0
9272,289,24,4.0
9273,289,25,4.0
9274,289,26,4.0
9275,289,27,4.0
9276,289,28,4.0
9277,289,29,3.0
9278,289,30,3.0
9279,289,31,3.0
9280,290,0,1.0
9281,290,1,1.0
9282,290,2,1.0
9283,290,3,1.0
9284,290,4,1.0
9285,290,5,1.0
9286,290,6,1.0
9287,290,7,1.0
9288,290,8,1.0
9289,290,9,1.0
9290,290,10,1.0
9291,290,11,1.0
9292,290,12,1.0
9293,290,13,1.0
9294,290,14,1.0
9295,290,15,1.0
9296,290,16,1.0
9297,290,17,1.0
9298,290,18,1.0
9299,290,19,1.0
9300,290,20,1.0
9301,290,21,4.0
9302,290,22,4.0
9303,290,23,4.0
9304,290,24,4.0
9305,290,25,4.0
9306,290,26,4.0
9307,290,27,4.0
9308,290,28,4.0
9309,290,29,3.0
9310,290,30,3.0
9311,290,31,3.0
9312,291,0,1.0
9313,291,1,1.0
9314,291,2,1.0
9315,291,3,1.0
9316,291,4,1.0
9317,291,5,1.0
9318,291,6,1.0
9319,291,7,1.0
9320,291,8,1.0
9321,291,9,1.0
9322,291,10,1.0
9323,291,11,1.0
9324,291,12,1.0
9325,291,13,1.0
9326,291,14,1.0
9327,291,15,1.0
9328,291,16,1.0
9329,291,17,1.0
9330,291,18,1.0
9331,291,19,1.0
9332,291,20,1.0
9333,291,21,4.0
9334,291,22,4.0
9335,291,23,4.0
9336,291,24,4.0
9337,291,25,4.0
9338,291,26,4.0
9339,291,27,4.0
9340,291,28,4.0
9341,291,29,3.0
9342,291,30,3.0
9343,291,31,3.0
9344,292,0,1.0
9345,292,1,1.0
9346,292,2,1.0
9347,292,3,1.0
9348,292,4,1.0
9349,292,5,1.0
9350,292,6,1.0
9351,292,7,1.0
9352,292,8,1.0
9353,292,9,1.0
9354,292,10,1.0
9355,292,11,1.0
9356,292,12,1.0
9357,292,13,1.0
9358,292,14,1.0
9359,292,15,1.0
9360,292,16,1.0
9361,292,17,1.0
9362,292,18,1.0
9363,292,19,1.0
9364,292,20,1.0
9365,292,21,4.0
9366,292,22,4.0
9367,292,23,4.0
9368,292,24,4.0
9369,292,25,4.0
9370,292,26,4.0
9371,292,27,4.0
9372,292,28,4.0
9373,292,29,4.0
9374,292,30,3.0
9375,292,31,3.0
9376,293,0,1.0
9377,293,1,1.0
9378,293,2,1.0
9379,293,3,1.0
9380,293,4,1.0
9381,293,5,1.0
9382,293,6,1.0
9383,293,7,1.0
9384,293,8,1.0
9385,293,9,1.0
9386,293,10,1.0
9387,293,11,1.0
9388,293,12,1.0
9389,293,13,1.0
9390,293,14,1.0
9391,293,15,1.0
9392,293,16,1.0
9393,293,17,1.0
9394,293,18,1.0
9395,293,19,1.0
9396,293,20,1.0
9397,293,21,4.0
9398,293,22,4.0
9399,293,23,4.0
9400,293,24,4.0
9401,293,25,4.0
9402,293,26,4.0
9403,293,27,4.0
9404,293,28,4.0
9405,293,29,4.0
9406,293,30,3.0
9407,293,31,3.0
9408,294,0,1.0
9409,294,1,1.0
9410,294,2,1.0
9411,294,3,1.0
9412,294,4,1.0
9413,294,5,1.0
9414,294,6,1.0
9415,294,7,1.0
9416,294,8,1.0
9417,294,9,1.0
9418,294,10,1.0
9419,294,11,1.0
9420,294,12,1.0
9421,294,13,1.0
9422,294,14,1.0
9423,294,15,1.0
9424,294,16,1.0
9425,294,17,1.0
9426,294,18,1.0
9427,294,19,1.0
9428,294,20,1.0
9429,294,21,4.0
9430,294,22,4.0
9431,294,23,4.0
9432,294,24,4.0
9433,294,25,4.0
9434,294,26,4.0
9435,294,27,4.0
9436,294,28,4.0
9437,294,29,4.0
9438,294,30,3.0
9439,294,31,3.0
9440,295,0,1.0
9441,295,1,1.0
9442,295,2,1.0
9443,295,3,1.0
9444,295,4,1.0
9445,295,5,1.0
9446,295,6,1.0
9447,295,7,1.0
9448,295,8,1.0
9449,295,9,1.0
9450,295,10,1.0
9451,295,11,1.0
9452,295,12,1.0
9453,295,13,1.0
9454,295,14,1.0
9455,295,15,1.0
9456,295,16,1.0
9457,295,17,1.0
9458,295,18,1.0
9459,295,19,1.0
9460,295,20,1.0
9461,295,21,4.0
9462,295,22,4.0
9463,295,23,4.0
9464,295,24,4.0
9465,295,25,4.0
9466,295,26,4.0
9467,295,27,4.0
9468,295,28,4.0
9469,295,29,4.0
9470,295,30,3.0
9471,295,31,3.0
9472,296,0,1.0
9473,296,1,1.0
9474,296,2,1.0
9475,296,3,1.0
9476,296,4,1.0
9477,296,5,1.0
9478,296,6,1.0
9479,296,7,1.0
9480,296,8,1.0
9481,296,9,1.0
9482,296,10,1.0
9483,296,11,1.0
9484,296,12,1.0
9485,296,13,1.0
9486,296,14,1.0
9487,296,15,1.0
9488,296,16,1.0
9489,296,17,1.0
9490,296,18,1.0
9491,296,19,1.0
9492,296,20,1.0
9493,296,21,4.0
9494,296,22,4.0
9495,296,23,4.0
9496,296,24,4.0
9497,296,25,4.0
9498,296,26,4.0
9499,296,27,4.0
9500,296,28,4.0
9501,296,29,4.0
9502,296,30,3.0
9503,296,31,3.0
9504,297,0,1.0
9505,297,1,1.0
9506,297,2,1.0
9507,297,3,1.0
9508,297,4,1.0
9509,297,5,1.0
9510,297,6,1.0
9511,297,7,1.0
9512,297,8,1.0
9513,297,9,1.0
9514,297,10,1.0
9515,297,11,1.0
9516,297,12,1.0
9517,297,13,1.0
9518,297,14,1.0
9519,297,15,1.0
9520,297,16,1.0
9521,297,17,1.0
9522,297,18,1.0
9523,297,19,1.0
9524,297,20,1.0
9525,297,21,4.0
9526,297,22,4.0
9527,297,23,4.0
9528,297,24,4.0
9529,297,25,4.0
9530,297,26,4.0
9531,297,27,4.0
9532,297,28,4.0
9533,297,29,4.0
9534,297,30,3.0
9535,297,31,3.0
9536,298,0,1.0
9537,298,1,1.0
9538,298,2,1.0
9539,298,3,1.0
9540,298,4,1.0
9541,298,5,1.0
9542,298,6,1.0
9543,298,7,1.0
9544,298,8,1.0
9545,298,9,1.0
9546,298,10,1.0
9547,298,11,1.0
9548,298,12,1.0
9549,298,13,1.0
9550,298,14,1.0
9551,298,15,1.0
9552,298,16,1.0
9553,298,17,1.0
9554,298,18,1.0
9555,298,19,1.0
9556,298,20,1.0
9557,298,21,4.0
9558,298,22,4.0
9559,298,23,4.0
9560,298,24,4.0
9561,298,25,4.0
9562,298,26,4.0
9563,298,27,4.0
9564,298,28,4.0
9565,298,29,4.0
9566,298,30,3.0
9567,298,31,3.0
9568,299,0,1.0
9569,299,1,1.0
9570,299,2,1.0
9571,299,3,1.0
9572,299,4,1.0
9573,299,5,1.0
9574,299,6,1.0
9575,299,7,1.0
9576,299,8,1.0
9577,299,9,1.0
9578,299,10,1.0
9579,299,11,1.0
9580,299,12,1.0
9581,299,13,1.0
9582,299,14,1.0
9583,299,15,1.0
9584,299,16,1.0
9585,299,17,1.0
9586,299,18,1.0
9587,299,19,1.0
9588,299,20,1.0
9589,299,21,4.0
9590,299,22,4.0
9591,299,23,4.0
9592,299,24,4.0
9593,299,25,4.0
9594,299,26,4.0
9595,299,27,4.0
9596,299,28,4.0
9597,299,29,4.0
9598,299,30,3.0
9599,299,31,3.0
9600,300,0,1.0
9601,300,1,1.0
9602,300,2,1.0
9603,300,3,1.0
9604,300,4,1.0
9605,300,5,1.0
9606,300,6,1.0
9607,300,7,1.0
9608,300,8,1.0
9609,300,9,1.0
9610,300,10,1.0
9611,300,11,1.0
9612,300,12,1.0
9613,300,13,1.0
9614,300,14,1.0
9615,300,15,1.0
9616,300,16,1.0
9617,300,17,1.0
9618,300,18,1.0
9619,300,19,1.0
9620,300,20,1.0
9621,300,21,4.0
9622,300,22,4.0
9623,300,23,4.0
9624,300,24,4.0
9625,300,25,4.0
9626,300,26,4.0
9627,300,27,4.0
9628,300,28,4.0
9629,300,29,4.0
9630,300,30,3.0
9631,300,31,3.0
9632,301,0,1.0
9633,301,1,1.0
9634,301,2,1.0
9635,301,3,1.0
9636,301,4,1.0
9637,301,5,1.0
9638,301,6,1.0
9639,301,7,1.0
9640,301,8,1.0
9641,301,9,1.0
9642,301,10,1.0
9643,301,11,1.0
9644,301,12,1.0
9645,301,13,1.0
9646,301,14,1.0
9647,301,15,1.0
9648,301,16,1.0
9649,301,17,1.0
9650,301,18,1.0
9651,301,19,1.0
9652,301,20,1.0
9653,301,21,4.0
9654,301,22,4.0
9655,301,23,4.0
9656,301,24,4.0
9657,301,25,4.0
9658,301,26,4.0
9659,301,27,4.0
9660,301,28,4.0
9661,301,29,4.0
9662,301,30,3.0
9663,301,31,3.0
9664,302,0,1.0
9665,302,1,1.0
9666,302,2,1.0
9667,302,3,1.0
9668,302,4,1.0
9669,302,5,1.0
9670,302,6,1.0
9671,302,7,1.0
9672,302,8,1.0
9673,302,9,1.0
9674,302,10,1.0
9675,302,11,1.0
9676,302,12,1.0
9677,302,13,1.0
9678,302,14,1.0
9679,302,15,1.0
9680,302,16,1.0
9681,302,17,1.0
9682,302,18,1.0
9683,302,19,1.0
9684,302,20,1.0
9685,302,21,4.0
9686,302,22,4.0
9687,302,23,4.0
9688,302,24,4.0
9689,302,25,4.0
9690,302,26,4.0
9691,302,27,4.0
9692,302,28,4.0
9693,302,29,4.0
9694,302,30,3.0
9695,302,31,3.0
9696,303,0,1.0
9697,303,1,1.0
9698,303,2,1.0
9699,303,3,1.0
9700,303,4,1.0
9701,303,5,1.0
9702,303,6,1.0
9703,303,7,1.0
9704,303,8,1.0
9705,303,9,1.0
9706,303,10,1.0
9707,303,11,1.0
9708,303,12,1.0
9709,303,13,1.0
9710,303,14,1.0
9711,303,15,1.0
9712,303,16,1.0
9713,303,17,1.0
9714,303,18,1.0
9715,303,19,1.0
9716,303,20,1.0
9717,303,21,4.0
9718,303,22,4.0
9719,303,23,4.0
9720,303,24,4.0
9721,303,25,4.0
9722,303,26,4.0
9723,303,27,4.0
9724,303,28,4.0
9725,303,29,4.0
9726,303,30,3.0
9727,303,31,3.0
9728,304,0,1.0
9729,304,1,1.0
9730,304,2,1.0
9731,304,3,1.0
9732,304,4,1.0
9733,304,5,1.0
9734,304,6,1.0
9735,304,7,1.0
9736,304,8,1.0
9737,304,9,1.0
9738,304,10,1.0
9739,304,11,1.0
9740,304,12,1.0
9741,304,13,1.0
9742,304,14,1.0
9743,304,15,1.0
9744,304,16,1.0
9745,304,17,1.0
9746,304,18,1.0
9747,304,19,1.0
9748,304,20,1.0
9749,304,21,4.0
9750,304,22,4.0
9751,304,23,4.0
9752,304,24,4.0
9753,304,25,4.0
9754,304,26,4.0
9755,304,27,4.0
9756,304,28,4.0
9757,304,29,4.0
9758,304,30,3.0
9759,304,31,3.0
9760,305,0,1.0
9761,305,1,1.0
9762,305,2,1.0
9763,305,3,1.0
9764,305,4,1.0
9765,305,5,1.0
9766,305,6,1.0
9767,305,7,1.0
9768,305,8,1.0
9769,305,9,1.0
9770,305,10,1.0
9771,305,11,1.0
9772,305,12,1.0
9773,305,13,1.0
9774,305,14,1.0
9775,305,15,1.0
9776,305,16,1.0
9777,305,17,1.0
9778,305,18,1.0
9779,305,19,1.0
9780,305,20,1.0
9781,305,21,1.0
9782,305,22,4.0
9783,305,23,4.0
9784,305,24,4.0
9785,305,25,4.0
9786,305,26,4.0
9787,305,27,4.0
9788,305,28,4.0
9789,305,29,4.0
9790,305,30,3.0
9791,305,31,3.0
9792,306,0,1.0
9793,306,1,1.0
9794,306,2,1.0
9795,306,3,1.0
9796,306,4,1.0
9797,306,5,1.0
9798,306,6,1.0
9799,306,7,1.0
9800,306,8,1.0
9801,306,9,1.0
9802,306,10,1.0
9803,306,11,1.0
9804,306,12,1.0
9805,306,13,1.0
9806,306,14,1.0
9807,306,15,1.0
9808,306,16,1.0
9809,306,17,1.0
9810,306,18,1.0
9811,306,19,1.0
9812,306,20,1.0
